antecedents,consequents,support,confidence,leverage,lift,antecedent_len
frozenset({'abnormal movement of eyelid'}),frozenset({'double vision'}),0.004251284024107932,0.5036782344474652,0.0040949751162022855,27.19796383373212,1
frozenset({'foreign body sensation in eye'}),frozenset({'diminished vision'}),0.011609872643706089,0.5200278122071404,0.010817864693345969,14.658782955937708,1
frozenset({'foreign body sensation in eye'}),frozenset({'pain in eye'}),0.011605148244885838,0.5198161975875933,0.010748363889476574,13.54500484470489,1
frozenset({'foreign body sensation in eye'}),frozenset({'symptoms of eye'}),0.011552504943745908,0.5174582061126394,0.010793284492196426,15.216272059279465,1
"frozenset({'foreign body sensation in eye', 'diminished vision'})",frozenset({'pain in eye'}),0.005932495089999798,0.5109870945238926,0.005486943396123013,13.314942287348597,2
"frozenset({'foreign body sensation in eye', 'symptoms of eye'})",frozenset({'pain in eye'}),0.005875127390039618,0.5085587427703453,0.005431777294464166,13.251666005426076,2
"frozenset({'foreign body sensation in eye', 'diminished vision'})",frozenset({'symptoms of eye'}),0.005850830481821188,0.503953028717591,0.005456014731418994,14.819141525790243,2
"frozenset({'foreign body sensation in eye', 'symptoms of eye'})",frozenset({'diminished vision'}),0.005850830481821188,0.5064555704854823,0.005440999468600893,14.276202368990061,2
frozenset({'diminished vision'}),frozenset({'pain in eye'}),0.014968920204903926,0.421950801894869,0.013607477716516212,10.994897201005426,1
frozenset({'diminished vision'}),frozenset({'lacrimation'}),0.013087934560327199,0.3689287141144912,0.012036193781117761,12.444068746830382,1
frozenset({'symptoms of eye'}),frozenset({'lacrimation'}),0.012148454109214602,0.3572350010915514,0.01114025323327476,12.049636534871922,1
"frozenset({'diminished vision', 'symptoms of eye'})",frozenset({'lacrimation'}),0.006007410557006621,0.40625285257873117,0.005569010152302194,13.703022379864972,2
frozenset({'symptoms of eye'}),frozenset({'itchiness of eye'}),0.010760155770178245,0.31641097902236687,0.009808806342543613,11.31041387908493,1
"frozenset({'diminished vision', 'symptoms of eye'})",frozenset({'itchiness of eye'}),0.004790540403733625,0.32396166134185306,0.004376860963412217,11.580320259599118,2
frozenset({'symptoms of eye'}),frozenset({'eye redness'}),0.01059952621028974,0.31168753845237857,0.009763096121235725,12.672339683855219,1
"frozenset({'diminished vision', 'symptoms of eye'})",frozenset({'eye redness'}),0.0048161871401864115,0.32569602921040625,0.004452478579423249,13.24188556376211,2
frozenset({'symptoms of eye'}),frozenset({'pain in eye'}),0.014916951817881175,0.4386448885625261,0.013611870246007582,11.429899968985227,1
frozenset({'diminished vision'}),frozenset({'symptoms of eye'}),0.014787368307382885,0.4168331335730457,0.01358095624550691,12.257311390262858,1
frozenset({'symptoms of eye'}),frozenset({'diminished vision'}),0.014787368307382885,0.4348343818842162,0.01358095624550691,12.257311390262858,1
"frozenset({'diminished vision', 'symptoms of eye'})",frozenset({'pain in eye'}),0.007011007849251183,0.47412140575079875,0.006443513510637048,12.354322100150997,2
frozenset({'double vision'}),frozenset({'diminished vision'}),0.007073774862148791,0.381974561755166,0.0064168049975842235,10.767274488057698,1
