antecedents,consequents,support,confidence,leverage,lift,antecedent_len
"frozenset({'lower abdominal pain', 'pelvic pain'})",frozenset({'sharp abdominal pain'}),0.007519893093603839,0.5271823988644428,0.005650669401416647,4.023003306150458,2
"frozenset({'nausea', 'lower abdominal pain'})",frozenset({'sharp abdominal pain'}),0.007229005109099867,0.5014043628873701,0.0053397050611934185,3.8262874746181246,2
"frozenset({'suprapubic pain', 'blood in urine'})",frozenset({'painful urination'}),0.004650833181477657,0.513334326579261,0.004333232874498546,14.64366714791478,2
"frozenset({'lower abdominal pain', 'suprapubic pain'})",frozenset({'painful urination'}),0.004987615325949773,0.5176520033622863,0.004649857430953215,14.766835653095857,2
frozenset({'symptoms of bladder'}),frozenset({'retention of urine'}),0.005991887532311513,0.5080691312807599,0.005595795678728242,15.127520240836837,1
frozenset({'symptoms of bladder'}),frozenset({'involuntary urination'}),0.005958816740569762,0.5052649650909923,0.005658414782366152,19.836144798133873,1
"frozenset({'ear pain', 'fever'})",frozenset({'cough'}),0.005966240795858727,0.5003112796423114,0.004790427402411167,5.074139169622251,2
"frozenset({'fever', 'difficulty breathing'})",frozenset({'cough'}),0.0042769307605607185,0.502298668357641,0.0034373777710460644,5.094295195152855,2
"frozenset({'coryza', 'fever'})",frozenset({'cough'}),0.0076508264323364855,0.5090027389879215,0.006168765190304077,5.1622876405867055,2
"frozenset({'coryza', 'vomiting'})",frozenset({'cough'}),0.004229686772358217,0.5211209047064693,0.0034293963275339283,5.285189645475378,2
"frozenset({'nausea', 'fever'})",frozenset({'vomiting'}),0.004650833181477657,0.5017109574080815,0.0036044098971227995,4.444504677038982,2
"frozenset({'nasal congestion', 'fever'})",frozenset({'cough'}),0.012533830070123576,0.523628263689167,0.010173685307431223,5.310619190928573,2
"frozenset({'nasal congestion', 'vomiting'})",frozenset({'cough'}),0.0060195590111158355,0.5220979921559445,0.004882741975614976,5.295099231569606,2
"frozenset({'sore throat', 'fever'})",frozenset({'cough'}),0.011113135853462647,0.5252815261428526,0.009027096890057776,5.327386519820117,2
"frozenset({'sore throat', 'nasal congestion', 'fever'})",frozenset({'cough'}),0.00443891014868358,0.5146725095860396,0.0035885100493646387,5.219790251951478,3
