antecedents,consequents,support,confidence,leverage,lift
frozenset({'abnormal appearing skin'}),frozenset({'skin swelling'}),0.02654302240039955,0.39993085003610035,0.022453385438665513,6.490312624019593
frozenset({'abnormal appearing skin'}),frozenset({'skin lesion'}),0.023367551479074287,0.3520851764849446,0.02005301942408555,7.05003031842867
frozenset({'abnormal appearing skin'}),frozenset({'skin growth'}),0.017835955374678573,0.2687391317611886,0.015061138935811779,6.427796493076344
frozenset({'itching of skin'}),frozenset({'irregular appearing scalp'}),0.010885689795973463,0.25981410783034525,0.009521496082480214,7.979577744936833
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'irregular appearing scalp'}),0.01220244723858889,0.38392117724502584,0.011167572731113937,11.791233768394118
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin growth'}),0.011236645136906328,0.3535344955725904,0.009907802172858676,8.455961645520205
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin lesion'}),0.01377162256102911,0.43329157199583807,0.01218431302275171,8.67607875397418
frozenset({'itching of skin'}),"frozenset({'skin dryness, peeling, scaliness, or roughness'})",0.011457342053223728,0.27345801317675866,0.01012566751910401,8.603710410965707
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'itching of skin'}),0.011457342053223728,0.3604782027052853,0.01012566751910401,8.603710410965707
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'acne or pimples'}),0.011145531731087219,0.3506678274902852,0.010109670464344729,10.759676115834473
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin rash'}),0.010902562648902927,0.34302337927080456,0.009304205697086784,6.821106284497229
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'abnormal appearing skin'}),0.016429434354478394,0.5169133416856009,0.014319979004654287,7.788472202480289
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'skin swelling'}),0.01367510984227257,0.4302550272864332,0.01171660720909339,6.982431175021791
frozenset({'abnormal appearing skin'}),frozenset({'skin rash'}),0.019607604932272368,0.29543305164892153,0.016270004278868593,5.874760634492325
frozenset({'itching of skin'}),frozenset({'skin rash'}),0.016436858409767358,0.3923065771033683,0.014329870084288108,7.801115084977355
frozenset({'itching of skin'}),frozenset({'skin lesion'}),0.014591643213401095,0.34826591923194644,0.01249921782477173,6.973554848213391
frozenset({'abnormal appearing skin'}),frozenset({'itching of skin'}),0.020169808391882132,0.3039039222266288,0.01738907922487789,7.2534242569231
frozenset({'itching of skin'}),frozenset({'abnormal appearing skin'}),0.020169808391882132,0.48140272878106927,0.01738907922487789,7.2534242569230996
frozenset({'itching of skin'}),frozenset({'skin swelling'}),0.016359918200409,0.3904702073164839,0.013778178133623484,6.336779759853393
frozenset({'itching of skin'}),frozenset({'acne or pimples'}),0.011458016967340907,0.2734741216836612,0.010092522486672717,8.391111886248012
frozenset({'skin moles'}),frozenset({'abnormal appearing skin'}),0.01331200604723049,0.5165920222099998,0.011601749433474003,7.783630795609896
frozenset({'skin moles'}),frozenset({'irregular appearing scalp'}),0.010564430676196454,0.40996830884471336,0.009725398472474008,12.591210002817952
frozenset({'skin moles'}),frozenset({'skin swelling'}),0.01339299574129192,0.5197349467012389,0.011805125165252716,8.4345638387604
frozenset({'skin moles'}),frozenset({'skin growth'}),0.011493112501434193,0.446007176344255,0.010415743185181174,10.667755548678587
frozenset({'skin moles'}),frozenset({'skin lesion'}),0.01241302044314861,0.4817055603572458,0.011126097429516662,9.645503508493979
frozenset({'vaginal itching'}),frozenset({'pain during pregnancy'}),0.002880533452118218,0.13525590239264776,0.002432724300407881,6.432502420096754
frozenset({'vaginal itching'}),frozenset({'vaginal pain'}),0.0029534241767735056,0.13867849786087783,0.002700190293453566,11.662831758742584
frozenset({'abnormal appearing skin'}),frozenset({'foot or toe pain'}),0.004384242105192115,0.06605855374884326,0.0024805228185141677,2.3029877019540845
frozenset({'problems during pregnancy'}),frozenset({'pain during pregnancy'}),0.006813932927035035,0.39892524103050414,0.00645477735703075,18.972093143240798
frozenset({'problems during pregnancy'}),frozenset({'intermenstrual bleeding'}),0.0048296854225299835,0.2827564406511775,0.004387262939280924,10.916455662609572
frozenset({'problems during pregnancy'}),frozenset({'pelvic pain'}),0.0046224867885561564,0.2706258890469417,0.003969931494200113,7.083670653714837
frozenset({'problems during pregnancy'}),frozenset({'sharp abdominal pain'}),0.006841604405839357,0.40054528212422946,0.004603311848381422,3.0566175914061375
frozenset({'problems during pregnancy'}),frozenset({'lower abdominal pain'}),0.00527580365398503,0.308874664137822,0.0042409329905510815,5.098031899443987
frozenset({'problems during pregnancy'}),frozenset({'vaginal discharge'}),0.002831264721564181,0.16575786312628416,0.002367619147177972,6.106528085191612
frozenset({'problems during pregnancy'}),frozenset({'cramps and spasms'}),0.0047088757955550155,0.2756835783151572,0.004333592520770246,12.54752372925659
frozenset({'problems during pregnancy'}),frozenset({'burning abdominal pain'}),0.0028663602556574675,0.16781254939149676,0.001965502864613178,3.1818135524588778
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'pain during pregnancy'})",0.0029675973732342558,0.17373952900268688,0.002798596549730394,17.559662205826132
frozenset({'problems during pregnancy'}),"frozenset({'intermenstrual bleeding', 'pain during pregnancy'})",0.0020078694986063023,0.11755176228860438,0.0019272309747038797,24.899631112245384
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'intermenstrual bleeding'})",0.002197520365533486,0.1286549707602339,0.002011342787116885,11.803356688935962
frozenset({'problems during pregnancy'}),"frozenset({'lower abdominal pain', 'intermenstrual bleeding'})",0.002164449573791735,0.12671882408724514,0.0020114727028574756,14.148868130018728
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'pelvic pain'})",0.0024296908218429205,0.14224751066856328,0.0021584133744559576,8.956479225407538
frozenset({'problems during pregnancy'}),"frozenset({'pelvic pain', 'lower abdominal pain'})",0.002418892195968063,0.14161529951003635,0.0021752474207460903,9.927946100072655
frozenset({'problems during pregnancy'}),"frozenset({'pelvic pain', 'cramps and spasms'})",0.0022731107466574876,0.13308044886992254,0.002126993049664892,15.556710743755277
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'lower abdominal pain'})",0.002728002861635857,0.15971234392287023,0.0022313525561656403,5.492804155336316
frozenset({'problems during pregnancy'}),"frozenset({'lower abdominal pain', 'pain during pregnancy'})",0.0021752481996665926,0.1273510352457721,0.0020417075762376204,16.289037326709526
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'cramps and spasms'})",0.00240134442892142,0.14058795637743005,0.002207881139696194,12.412403606587224
frozenset({'problems during pregnancy'}),"frozenset({'lower abdominal pain', 'cramps and spasms'})",0.002400669514804241,0.14054844318002213,0.002249214342962922,15.850693545938759
frozenset({'problems during pregnancy'}),frozenset({'blood clots during menstrual periods'}),0.003603366471616487,0.21096096096096095,0.0034140071587328282,19.029254050105138
frozenset({'problems during pregnancy'}),frozenset({'spotting or bleeding during pregnancy'}),0.004982216013012344,0.2916864232653706,0.004796441915415841,26.818679662401593
frozenset({'problems during pregnancy'}),"frozenset({'sharp abdominal pain', 'spotting or bleeding during pregnancy'})",0.002491108006506172,0.1458432116326853,0.002397742544735519,26.681258350389037
frozenset({'problems during pregnancy'}),"frozenset({'spotting or bleeding during pregnancy', 'cramps and spasms'})",0.0023048317101648816,0.13493756914809546,0.0022185098707107943,26.700447126022784
frozenset({'problems during pregnancy'}),"frozenset({'spotting or bleeding during pregnancy', 'lower abdominal pain'})",0.0024593870429987785,0.1439860913545124,0.002370114029546261,27.549053716069263
frozenset({'problems during pregnancy'}),"frozenset({'spotting or bleeding during pregnancy', 'pelvic pain'})",0.0023493760418986684,0.1375454401770191,0.002268345565199579,28.99373343961928
frozenset({'problems during pregnancy'}),"frozenset({'spotting or bleeding during pregnancy', 'pain during pregnancy'})",0.00207603582444134,0.12154259522680574,0.0019971265040536227,26.30913324612144
frozenset({'problems during pregnancy'}),"frozenset({'spotting or bleeding during pregnancy', 'intermenstrual bleeding'})",0.0020193430385983383,0.11822348664453927,0.0019417940249755227,26.039570901830608
frozenset({'problems during pregnancy'}),frozenset({'heavy menstrual flow'}),0.0025012317182638508,0.14643590959380431,0.0022605727011106025,10.393259923733092
frozenset({'feeling ill'}),frozenset({'dizziness'}),0.004092679206570964,0.2333294855515795,0.0028625455594581697,3.3270199674456156
frozenset({'feeling ill'}),frozenset({'depressive or psychotic symptoms'}),0.0035750200786949862,0.20381699949978838,0.002503826441842185,3.3374172098319237
frozenset({'feeling ill'}),frozenset({'weakness'}),0.004366694338145471,0.24895147947208435,0.0035464237206186645,5.3234801355087775
frozenset({'feeling ill'}),frozenset({'fainting'}),0.003384694297650624,0.192966254954019,0.0028904247230658467,6.847871023608961
frozenset({'feeling ill'}),frozenset({'decreased appetite'}),0.002671310075792855,0.15229520181615297,0.0021759632227235214,5.392807200127605
frozenset({'feeling ill'}),frozenset({'shortness of breath'}),0.004129799483015786,0.23544576551617993,0.002612316597928852,2.721480106037043
frozenset({'feeling ill'}),frozenset({'palpitations'}),0.0020551134868088037,0.11716495440378623,0.0016193957735934532,4.71661680137635
frozenset({'fatigue'}),frozenset({'sweating'}),0.0020206928668326956,0.08073562722467911,0.0016421071622547835,5.337477993485201
frozenset({'fatigue'}),frozenset({'sleepiness'}),0.002036215891527803,0.08135584079387337,0.0017502833455082458,7.121315568562554
frozenset({'abnormal appearing skin'}),frozenset({'allergic reaction'}),0.0056760277254719336,0.08552223476412743,0.004081606831135427,3.5599305965153727
"frozenset({'skin dryness, peeling, scaliness, or roughness'})",frozenset({'allergic reaction'}),0.0026652358487382483,0.08385535005202473,0.0019016772372594652,3.4905452033033706
frozenset({'itching of skin'}),frozenset({'allergic reaction'}),0.005866353506516295,0.14001514199648835,0.00485981421103732,5.828240917037137
"frozenset({'abnormal appearing skin', 'itching of skin'})",frozenset({'allergic reaction'}),0.002987169882632435,0.14810105404048854,0.0025026191191634814,6.164823394863623
frozenset({'itching of skin'}),"frozenset({'allergic reaction', 'abnormal appearing skin'})",0.002987169882632435,0.07129625155044379,0.0027493557099964416,12.560941383441861
frozenset({'itching of skin'}),"frozenset({'allergic reaction', 'skin rash'})",0.0027779465063070725,0.06630261441067029,0.002551160577110798,12.249201333398734
frozenset({'abnormal appearing skin'}),frozenset({'swollen eye'}),0.0033738956717757665,0.050835392578581814,0.002113319950230101,2.6764720390131234
frozenset({'pain of the anus'}),frozenset({'changes in stool appearance'}),0.0021570255185027706,0.16439483565660204,0.002032047116744114,17.25918629258964
frozenset({'fluid retention'}),frozenset({'nausea'}),0.0037612963750362767,0.219642927521381,0.0021206327925251986,2.2925457815547503
frozenset({'fluid retention'}),frozenset({'decreased appetite'}),0.0034461114823138754,0.2012375359634257,0.0029625055065961407,7.125866212052887
frozenset({'fluid retention'}),frozenset({'chills'}),0.0024296908218429205,0.14188310408702165,0.001998128860862584,5.629993005694091
frozenset({'fluid retention'}),frozenset({'burning abdominal pain'}),0.0022866090290010596,0.13352776573523037,0.0013834379138214026,2.5317561540331277
frozenset({'fluid retention'}),frozenset({'vomiting'}),0.0038686077196676723,0.22590943128522445,0.0019355245020531262,2.0012628967114994
frozenset({'fluid retention'}),frozenset({'diarrhea'}),0.0031930186883719048,0.18645804595436094,0.0024666562201948504,4.3959026357534645
frozenset({'fluid retention'}),frozenset({'blood in stool'}),0.002359499753656347,0.137784258857841,0.0018436017554699711,4.573578036648907
frozenset({'fluid retention'}),frozenset({'itching of skin'}),0.0032841320941910143,0.19177866235762425,0.0025666458870218043,4.577275578785437
frozenset({'itching of skin'}),frozenset({'fluid retention'}),0.0032841320941910143,0.0783839945875417,0.0025666458870218043,4.577275578785438
