antecedents,consequents,support,confidence,leverage,lift,antecedent_len
frozenset({'coryza'}),frozenset({'cough'}),0.01630659998515189,0.5114954695571174,0.01316320072922971,5.187568825191448,1
"frozenset({'coryza', 'nasal congestion'})",frozenset({'cough'}),0.008111117860252284,0.5160819341263366,0.006561445185329348,5.234084585414559,2
"frozenset({'sore throat', 'coryza'})",frozenset({'cough'}),0.007444302712479837,0.5138358334109755,0.0060158115526097065,5.211304711998796,2
frozenset({'painful sinuses'}),frozenset({'cough'}),0.004885028380138628,0.5059061997623541,0.003932944944740232,5.130882650105667,1
"frozenset({'shortness of breath', 'nasal congestion'})",frozenset({'cough'}),0.0049680428165515935,0.5093060264304988,0.004006243565009481,5.165363571021727,2
"frozenset({'sore throat', 'shortness of breath'})",frozenset({'cough'}),0.004172319072398037,0.5167168171180208,0.003376154522100532,5.240523546092269,2
frozenset({'chest tightness'}),frozenset({'sharp chest pain'}),0.01908049700675589,0.5034099610035792,0.015392212417474765,5.1732713528146785,1
"frozenset({'chest tightness', 'shortness of breath'})",frozenset({'sharp chest pain'}),0.00932258870058785,0.5049718505520217,0.007526094164445898,5.189322045258487,2
"frozenset({'chest tightness', 'cough'})",frozenset({'sharp chest pain'}),0.005147569971721099,0.5255650496141124,0.004194483450243728,5.40094719180573,2
"frozenset({'itchiness of eye', 'diminished vision'})",frozenset({'lacrimation'}),0.005437783042107892,0.5176357211692901,0.005126340673361912,17.459997700387053,2
"frozenset({'itchiness of eye', 'symptoms of eye'})",frozenset({'pain in eye'}),0.0053939136244912835,0.5012858307721257,0.00498097148663071,13.062153580249298,2
frozenset({'wheezing'}),frozenset({'cough'}),0.010290415544621947,0.5213897342953869,0.008344390808384072,5.287916105586483,1
"frozenset({'nasal congestion', 'wheezing'})",frozenset({'fever'}),0.004802013943725661,0.5015861825872401,0.004012683335356151,6.083653532256907,2
"frozenset({'nasal congestion', 'wheezing'})",frozenset({'cough'}),0.00487422975426377,0.509129362002115,0.003930265014547111,5.163571846684467,2
"frozenset({'shortness of breath', 'wheezing'})",frozenset({'cough'}),0.004607638677978227,0.5132696789715059,0.0037225012086112,5.205562793848515,2
"frozenset({'coryza', 'wheezing'})",frozenset({'nasal congestion'}),0.004455783001613044,0.526601260269602,0.0039026600701299596,8.05568301004224,2
"frozenset({'coryza', 'wheezing'})",frozenset({'cough'}),0.004339697773458328,0.5128818696657893,0.0035054019721310276,5.201629645689458,2
frozenset({'pulling at ears'}),frozenset({'nasal congestion'}),0.007345090337254584,0.5126477931131942,0.006408482958100527,7.842229840094433,1
frozenset({'pulling at ears'}),frozenset({'cough'}),0.007226305452631153,0.5043572471619012,0.005813585857323084,5.115173228028545,1
frozenset({'hurts to breath'}),frozenset({'shortness of breath'}),0.005092901928229632,0.5101061312783073,0.00422914709660506,5.896235530921165,1
"frozenset({'chest tightness', 'irregular heartbeat'})",frozenset({'shortness of breath'}),0.00425735825116254,0.5098609763983188,0.003534964228526211,5.893401824707237,2
"frozenset({'chest tightness', 'palpitations'})",frozenset({'shortness of breath'}),0.004476030425128403,0.5188546393365671,0.003729696736368497,5.997358142261663,2
"frozenset({'diminished hearing', 'plugged feeling in ear'})",frozenset({'ear pain'}),0.004137898452421929,0.523122866894198,0.0037998817918354043,12.241699699777723,2
frozenset({'fluid in ear'}),frozenset({'plugged feeling in ear'}),0.006563539789561778,0.5164630908125332,0.006346389913227768,30.22585092089134,1
frozenset({'fluid in ear'}),frozenset({'ear pain'}),0.006417083426134024,0.5049389272437599,0.00587400717025994,11.816173800133642,1
"frozenset({'foreign body sensation in eye', 'pain in eye'})",frozenset({'diminished vision'}),0.005932495089999798,0.5111951148589706,0.005520796528784457,14.409802823908281,2
"frozenset({'foreign body sensation in eye', 'pain in eye'})",frozenset({'symptoms of eye'}),0.005875127390039618,0.5062518173887758,0.005480472301784431,14.8867392436626,2
"frozenset({'foreign body sensation in eye', 'lacrimation'})",frozenset({'diminished vision'}),0.005009887491816667,0.5154861111111111,0.004665109400423767,14.530759398245914,2
"frozenset({'foreign body sensation in eye', 'lacrimation'})",frozenset({'symptoms of eye'}),0.004966018074200058,0.5109722222222223,0.00463551308607126,15.0255465199357,2
"frozenset({'foreign body sensation in eye', 'lacrimation'})",frozenset({'pain in eye'}),0.0048931273495447705,0.5034722222222222,0.004520150696142509,13.119125030776265,2
"frozenset({'foreign body sensation in eye', 'eye redness'})",frozenset({'symptoms of eye'}),0.004319450349942969,0.5131906021970972,0.0040332192591822575,15.09077975583728,2
"frozenset({'foreign body sensation in eye', 'eye redness'})",frozenset({'diminished vision'}),0.00442946135104308,0.5262609253468047,0.004130869158143021,14.834484813625556,2
frozenset({'white discharge from eye'}),frozenset({'itchiness of eye'}),0.006871975541112393,0.5272096515300575,0.006507329670234833,18.84561458100218,1
frozenset({'white discharge from eye'}),frozenset({'lacrimation'}),0.006807858699980428,0.5222906850308083,0.0064214220493160465,17.617010933812868,1
