antecedents,consequents,support,confidence,leverage,lift,antecedent_len
"frozenset({'excessive anger', 'delusions or hallucinations'})",frozenset({'depression'}),0.005335871010413925,0.5001265182186235,0.004880290725093551,11.712251786008755,2
"frozenset({'excessive anger', 'temper problems'})",frozenset({'depressive or psychotic symptoms'}),0.004861406386037377,0.502967669855457,0.004271134960689385,8.235882980734424,2
frozenset({'antisocial behavior'}),frozenset({'depressive or psychotic symptoms'}),0.00416152044652318,0.5125093508436539,0.003665636393847969,8.392123973482269,1
frozenset({'seizures'}),frozenset({'depressive or psychotic symptoms'}),0.006060728772263729,0.3923624765150522,0.005117390869048905,6.424769694516913,1
frozenset({'eye burns or stings'}),frozenset({'pain in eye'}),0.005922371378242119,0.4738120950323974,0.005442681960116433,12.346262299016079,1
frozenset({'eye burns or stings'}),frozenset({'itchiness of eye'}),0.00565375555960504,0.45232181425485957,0.005304082203386306,16.16867702115797,1
frozenset({'eye burns or stings'}),frozenset({'eye redness'}),0.00508007856000324,0.4064254859611231,0.004772644395451265,16.524118480476833,1
frozenset({'eye burns or stings'}),frozenset({'lacrimation'}),0.004961968589496987,0.39697624190064795,0.004591399192184071,13.390119706261139,1
frozenset({'eye burns or stings'}),frozenset({'diminished vision'}),0.004628561015610763,0.3703023758099352,0.0041851380814026725,10.438253546530957,1
frozenset({'eye burns or stings'}),frozenset({'symptoms of eye'}),0.005883901273562939,0.47073434125269975,0.005458835136052846,13.842319475338632,1
frozenset({'eye burns or stings'}),frozenset({'swollen eye'}),0.004320125264060148,0.3456263498920086,0.0040827185670587575,18.19714994827988,1
"frozenset({'eye burns or stings', 'symptoms of eye'})",frozenset({'pain in eye'}),0.003003367821444721,0.5104381738930948,0.0027775615391974354,13.300638899654984,2
frozenset({'hostile behavior'}),frozenset({'depressive or psychotic symptoms'}),0.015724824016143946,0.48451764510158674,0.013742812841595458,7.933771624534933,1
frozenset({'hostile behavior'}),frozenset({'depression'}),0.013122355180303306,0.404329652504835,0.011736506927507202,9.46882543152,1
frozenset({'hostile behavior'}),frozenset({'anxiety and nervousness'}),0.01144654342734887,0.3526940753218126,0.010165221370040967,8.933385140811836,1
frozenset({'delusions or hallucinations'}),frozenset({'depressive or psychotic symptoms'}),0.013785795757489859,0.47387713437268003,0.012009169857189611,7.759537759277333,1
frozenset({'delusions or hallucinations'}),frozenset({'hostile behavior'}),0.011760378491836913,0.4042548255382331,0.010816225698391099,12.456011964881025,1
frozenset({'hostile behavior'}),frozenset({'delusions or hallucinations'}),0.011760378491836913,0.36236404849543535,0.010816225698391099,12.456011964881025,1
frozenset({'delusions or hallucinations'}),frozenset({'anxiety and nervousness'}),0.011368253389756153,0.3907757980697847,0.010219707920955856,9.897956762330681,1
frozenset({'delusions or hallucinations'}),frozenset({'depression'}),0.012323931779681035,0.42362657757980693,0.01108169160897953,9.920731973046397,1
frozenset({'delusions or hallucinations'}),frozenset({'insomnia'}),0.01039367740455027,0.357275426874536,0.009252278807395414,9.106089170302475,1
"frozenset({'hostile behavior', 'delusions or hallucinations'})",frozenset({'depressive or psychotic symptoms'}),0.005524846963223929,0.4697847919655667,0.0048066373698513465,7.6925273822648945,2
"frozenset({'delusions or hallucinations', 'hostile behavior'})",frozenset({'depression'}),0.005005838007113595,0.42565279770444764,0.004503656423630073,9.96818316671275,2
"frozenset({'hostile behavior', 'delusions or hallucinations'})",frozenset({'anxiety and nervousness'}),0.004284354815849683,0.36430416068866567,0.0038200497677370908,9.22745689125212,2
"frozenset({'hostile behavior', 'delusions or hallucinations'})",frozenset({'insomnia'}),0.004334298460520899,0.3685509325681492,0.0038728825697584785,9.393474622989517,2
frozenset({'excessive anger'}),frozenset({'depressive or psychotic symptoms'}),0.012350253430251,0.4453720154793487,0.010656762608850753,7.2927784870066805,1
frozenset({'excessive anger'}),frozenset({'delusions or hallucinations'}),0.010669042364359135,0.38474456640786625,0.009862329410248706,13.22532669147975,1
frozenset({'delusions or hallucinations'}),frozenset({'excessive anger'}),0.010669042364359135,0.36674090571640683,0.009862329410248706,13.22532669147975,1
frozenset({'excessive anger'}),frozenset({'hostile behavior'}),0.009778155729683397,0.3526176162776547,0.00887818343420483,10.864951931085589,1
