antecedents,consequents,support,confidence,leverage,lift
frozenset({'arm pain'}),frozenset({'back pain'}),0.013691982695202035,0.2900753535324649,0.009528249104589237,3.28839067083226
frozenset({'arm pain'}),frozenset({'leg pain'}),0.01494799786727139,0.31668501651486336,0.01185701479065845,4.836001199867847
frozenset({'arm pain'}),frozenset({'low back pain'}),0.012404921473742466,0.262807955731587,0.010291500381823937,5.869592917936427
frozenset({'arm pain'}),frozenset({'loss of sensation'}),0.012981298129812982,0.2750189456224888,0.010987850264589335,6.51198275925646
frozenset({'arm pain'}),frozenset({'neck pain'}),0.013403794367166778,0.283969858587014,0.011448606683902917,6.855502661919071
frozenset({'abnormal involuntary movements'}),frozenset({'dizziness'}),0.010746657487834673,0.2648580315707181,0.007901053396458552,3.7765821044478582
frozenset({'abnormal involuntary movements'}),frozenset({'headache'}),0.010226298703489982,0.2520334669572016,0.006167632362944484,2.519620448059678
frozenset({'paresthesia'}),frozenset({'loss of sensation'}),0.011687487767181625,0.44141112895414336,0.010569267752016708,10.451867797642597
frozenset({'knee pain'}),frozenset({'leg pain'}),0.013002220467445518,0.39996263001640125,0.010873399073173308,6.1077084730683335
frozenset({'arm pain'}),frozenset({'shoulder pain'}),0.013236415666106487,0.28042381000042893,0.011746625983051212,8.884754550696792
frozenset({'skin lesion'}),frozenset({'abnormal appearing skin'}),0.023367551479074287,0.467903670468674,0.02005301942408555,7.05003031842867
frozenset({'skin lesion'}),frozenset({'skin swelling'}),0.021437972018060702,0.42926644683496407,0.018360628021187993,6.966387911083912
frozenset({'skin lesion'}),frozenset({'skin rash'}),0.014846760749694602,0.2972863398021515,0.01233530424858855,5.911613736155116
"frozenset({'abnormal appearing skin', 'skin lesion'})",frozenset({'skin swelling'}),0.010707512469038314,0.45822141351124973,0.009267611917606833,7.436286109060387
frozenset({'skin lesion'}),frozenset({'skin growth'}),0.014994566941356712,0.3002459592410401,0.012906590724771018,7.181387806167722
frozenset({'skin lesion'}),frozenset({'irregular appearing scalp'}),0.013401769624815242,0.26835234336991187,0.011775698360399796,8.241809518497965
frozenset({'skin lesion'}),"frozenset({'skin dryness, peeling, scaliness, or roughness'})",0.01377162256102911,0.27575814908914,0.01218431302275171,8.67607875397418
frozenset({'skin lesion'}),frozenset({'itching of skin'}),0.014591643213401095,0.2921779555651657,0.01249921782477173,6.97355484821339
frozenset({'skin lesion'}),frozenset({'acne or pimples'}),0.014240687872468228,0.28515054867830697,0.01261306613900726,8.749384196404712
frozenset({'depressive or psychotic symptoms'}),frozenset({'hostile behavior'}),0.015724824016143946,0.2574873461087903,0.013742812841595458,7.933771624534934
frozenset({'depression'}),frozenset({'hostile behavior'}),0.013122355180303306,0.30730689595220406,0.011736506927507202,9.46882543152
frozenset({'depression'}),frozenset({'delusions or hallucinations'}),0.012323931779681035,0.28860895541260334,0.01108169160897953,9.920731973046399
frozenset({'insomnia'}),frozenset({'delusions or hallucinations'}),0.01039367740455027,0.26490977585880654,0.009252278807395414,9.106089170302475
frozenset({'depression'}),frozenset({'excessive anger'}),0.012238217686799354,0.2866016532583098,0.01105410665548874,10.335363292117698
frozenset({'depression'}),frozenset({'depressive or psychotic symptoms'}),0.01908994580439639,0.4470593813716038,0.01648217520106268,7.32040839021356
frozenset({'depressive or psychotic symptoms'}),frozenset({'depression'}),0.01908994580439639,0.3125897928961386,0.01648217520106268,7.320408390213559
frozenset({'depression'}),frozenset({'anxiety and nervousness'}),0.017614583544243993,0.412508495471716,0.015928723223495898,10.448424064235386
frozenset({'depressive or psychotic symptoms'}),frozenset({'anxiety and nervousness'}),0.017178589024546626,0.28129213358972655,0.014767506867673398,7.124845984852045
frozenset({'depression'}),frozenset({'insomnia'}),0.014262285124217943,0.3340024340514312,0.012586915138987093,8.51291669896589
frozenset({'insomnia'}),frozenset({'depression'}),0.014262285124217943,0.363511258665474,0.012586915138987093,8.51291669896589
frozenset({'insomnia'}),frozenset({'anxiety and nervousness'}),0.014638887201603596,0.3731099375569814,0.013089880294175803,9.45049833632584
frozenset({'insomnia'}),frozenset({'depressive or psychotic symptoms'}),0.014298730486545588,0.3644401630743296,0.011902651388036069,5.9675536151707655
frozenset({'irregular heartbeat'}),frozenset({'shortness of breath'}),0.011289963352163437,0.451157020335509,0.0091250000825781,5.21485214588691
frozenset({'irregular heartbeat'}),frozenset({'sharp chest pain'}),0.010640695971437634,0.4252117158422784,0.008205570417183365,4.369670365804292
frozenset({'palpitations'}),frozenset({'shortness of breath'}),0.01251763213131129,0.5039124055860458,0.010368550786568911,5.824643242069481
frozenset({'palpitations'}),frozenset({'sharp chest pain'}),0.0106386712290861,0.4282725642558279,0.008221409479534272,4.401125046163728
frozenset({'problems with movement'}),frozenset({'ache all over'}),0.0024249664230226705,0.06757570058303555,0.0013686123304443114,2.2955999698015934
frozenset({'arm pain'}),frozenset({'ache all over'}),0.005446556925631213,0.11538956489411899,0.004057084738821872,3.919874739010209
frozenset({'knee pain'}),frozenset({'ache all over'}),0.006035082035810943,0.18564577407768804,0.005078124962701637,6.306533705009356
frozenset({'arm pain'}),"frozenset({'ache all over', 'back pain'})",0.0024965073194436007,0.05289045855555714,0.002058219573063306,5.696046353249916
frozenset({'arm pain'}),"frozenset({'ache all over', 'leg pain'})",0.0025808715840909243,0.0546777814318601,0.0021803024517326004,6.443011644197881
frozenset({'arm pain'}),"frozenset({'ache all over', 'low back pain'})",0.002593020038200139,0.054935155926047724,0.0022364453365549407,7.272024701237124
frozenset({'knee pain'}),"frozenset({'ache all over', 'back pain'})",0.0025565746758724954,0.07864305437332614,0.0022547172058652084,8.46947625914567
frozenset({'knee pain'}),"frozenset({'ache all over', 'hip pain'})",0.0024944825770920652,0.07673303298939108,0.00224754219150317,10.101557795592278
frozenset({'knee pain'}),"frozenset({'ache all over', 'low back pain'})",0.0024668110982877427,0.07588182780742,0.0022212310240188396,10.044834075531135
frozenset({'knee pain'}),"frozenset({'ache all over', 'leg pain'})",0.0027232784628156066,0.08377104656715177,0.002447398550919137,9.871245949351978
frozenset({'foot or toe pain'}),frozenset({'leg pain'}),0.009813251263776685,0.3421176470588235,0.007934892444324177,5.224375216358818
frozenset({'foot or toe pain'}),frozenset({'loss of sensation'}),0.003681656509209203,0.1283529411764706,0.0024702586186504862,3.039180221381401
frozenset({'foot or toe pain'}),frozenset({'low back pain'}),0.0025801966699737456,0.08995294117647058,0.0012958922759257101,2.009022691140338
frozenset({'problems with movement'}),frozenset({'foot or toe pain'}),0.0045684936591818695,0.1273086326876058,0.0035391684359935838,4.438338395158704
frozenset({'foot or toe pain'}),frozenset({'problems with movement'}),0.0045684936591818695,0.15927058823529414,0.0035391684359935838,4.438338395158704
frozenset({'abnormal involuntary movements'}),frozenset({'foot or toe pain'}),0.0024593870429987785,0.06061311731732065,0.0012955351887039405,2.113144412601282
frozenset({'foot or toe pain'}),frozenset({'abnormal involuntary movements'}),0.0024593870429987785,0.08574117647058824,0.0012955351887039405,2.113144412601282
frozenset({'foot or toe pain'}),frozenset({'neck pain'}),0.0026767093887302843,0.09331764705882353,0.001488561819650769,2.2528425411028623
frozenset({'arm pain'}),frozenset({'foot or toe pain'}),0.00590752326766419,0.12515549709023835,0.004553603423125557,4.3632740087927875
frozenset({'foot or toe pain'}),frozenset({'arm pain'}),0.00590752326766419,0.2059529411764706,0.004553603423125557,4.3632740087927875
frozenset({'knee pain'}),frozenset({'foot or toe pain'}),0.005894024985320618,0.18130670375983557,0.00496155351597117,6.320863617878484
frozenset({'foot or toe pain'}),frozenset({'knee pain'}),0.005894024985320618,0.20548235294117648,0.00496155351597117,6.320863617878484
frozenset({'foot or toe pain'}),frozenset({'shoulder pain'}),0.0025923451240829603,0.09037647058823528,0.0016870151624053193,2.863425749523587
frozenset({'foot or toe pain'}),frozenset({'abnormal appearing skin'}),0.004384242105192115,0.15284705882352942,0.0024805228185141677,2.3029877019540845
frozenset({'foot or toe pain'}),frozenset({'skin swelling'}),0.0039030283396437803,0.1360705882352941,0.0021355392879776063,2.2082333896011854
frozenset({'skin lesion'}),frozenset({'foot or toe pain'}),0.0030485870672956866,0.06104384020757879,0.0016160884926287621,2.1281606287144297
frozenset({'foot or toe pain'}),frozenset({'skin lesion'}),0.0030485870672956866,0.10628235294117647,0.0016160884926287621,2.1281606287144297
frozenset({'foot or toe pain'}),frozenset({'skin growth'}),0.0029237279556176476,0.10192941176470588,0.0017244876020189128,2.4379833007153175
"frozenset({'arm pain', 'foot or toe pain'})",frozenset({'back pain'}),0.002024742351535767,0.3427396321261282,0.0015036282042512994,3.88541044622704
frozenset({'foot or toe pain'}),"frozenset({'arm pain', 'back pain'})",0.002024742351535767,0.07058823529411765,0.0016320035739766032,5.155442923460113
"frozenset({'problems with movement', 'foot or toe pain'})",frozenset({'leg pain'}),0.0020254172656529457,0.44334465947702756,0.0017262499515617923,6.770182336950822
frozenset({'problems with movement'}),"frozenset({'leg pain', 'foot or toe pain'})",0.0020254172656529457,0.05644160240737258,0.001673266942237471,5.75157008520851
frozenset({'foot or toe pain'}),"frozenset({'leg pain', 'problems with movement'})",0.0020254172656529457,0.07061176470588235,0.0017450389092971822,7.223871671046378
"frozenset({'arm pain', 'foot or toe pain'})",frozenset({'leg pain'}),0.0029176537285630403,0.4938878098937507,0.0025308002051120334,7.54201151519962
frozenset({'arm pain'}),"frozenset({'leg pain', 'foot or toe pain'})",0.0029176537285630403,0.06181277435406151,0.0024544538570432347,6.298908760466459
frozenset({'foot or toe pain'}),"frozenset({'leg pain', 'arm pain'})",0.0029176537285630403,0.10171764705882352,0.002488887600235522,6.80476729806967
frozenset({'hand or finger pain'}),frozenset({'foot or toe pain'}),0.008035527479128281,0.28999415432579895,0.007240718820801814,10.11001502682133
frozenset({'foot or toe pain'}),frozenset({'hand or finger pain'}),0.008035527479128281,0.2801411764705882,0.007240718820801814,10.110015026821328
frozenset({'hand or finger pain'}),frozenset({'leg pain'}),0.007100771426835935,0.25625974279033514,0.005286232610566708,3.9132651024988494
frozenset({'hand or finger pain'}),frozenset({'arm pain'}),0.008208305493126,0.2962295401402962,0.006900387066364161,6.275854308015394
frozenset({'arm pain'}),frozenset({'hand or finger pain'}),0.008208305493126,0.1738993665727726,0.006900387066364161,6.2758543080153935
frozenset({'hand or finger pain'}),frozenset({'loss of sensation'}),0.006081651109896266,0.2194807092751364,0.004911412244136768,5.196931402504057
frozenset({'hand or finger pain'}),frozenset({'neck pain'}),0.0044497087745584375,0.16058554169914263,0.0033019302664142355,3.876800918456817
frozenset({'hand or finger pain'}),frozenset({'low back pain'}),0.0034872812434617695,0.1258524941543258,0.002246612979884448,2.8108087760757288
frozenset({'hand or finger pain'}),frozenset({'knee pain'}),0.00554374455850493,0.20006819953234609,0.004642955178608203,6.154318292629626
frozenset({'knee pain'}),frozenset({'hand or finger pain'}),0.00554374455850493,0.1705316918222019,0.004642955178608203,6.154318292629625
frozenset({'hand or finger pain'}),frozenset({'shoulder pain'}),0.004542172008611904,0.1639224473889322,0.003667601963749852,5.193605744098345
"frozenset({'hand or finger pain', 'arm pain'})",frozenset({'foot or toe pain'}),0.002130028953815627,0.25949679329057723,0.001894583150460052,9.046790910937636
"frozenset({'hand or finger pain', 'foot or toe pain'})",frozenset({'arm pain'}),0.002130028953815627,0.2650764320510667,0.0017507402557196984,5.615851367332084
"frozenset({'arm pain', 'foot or toe pain'})",frozenset({'hand or finger pain'}),0.002130028953815627,0.36056209299668684,0.0019663357729607666,13.012325514672668
frozenset({'hand or finger pain'}),"frozenset({'arm pain', 'foot or toe pain'})",0.002130028953815627,0.07687061574434918,0.0019663357729607666,13.012325514672666
frozenset({'foot or toe pain'}),"frozenset({'hand or finger pain', 'arm pain'})",0.002130028953815627,0.07425882352941177,0.001894583150460052,9.046790910937636
"frozenset({'hand or finger pain', 'foot or toe pain'})",frozenset({'leg pain'}),0.003257810443621049,0.4054258357130858,0.0027316047941057186,6.191135436538364
frozenset({'hand or finger pain'}),"frozenset({'leg pain', 'foot or toe pain'})",0.003257810443621049,0.11757112236944661,0.0029858923755724178,11.980853155511552
